432.443 32.1887 0.00367183
434.429 32.19 0.0103902
436.422 32.1816 -0.0127952
438.416 32.1718 0.00347535
440.462 32.1849 -0.0137444
442.431 32.181 -0.00624316
444.443 32.191 0.015506
446.442 32.194 0.0126251
448.427 32.1735 -0.0455729
450.412 32.0764 -0.0355293
452.403 32.0761 -0.0450335
454.44 31.9794 -0.0340929
456.428 31.8827 -0.0413446
458.431 31.8563 -0.0444084
460.425 31.7924 -0.00152596
464.415 31.7587 -0.00372002
468.437 31.7897 0.000549399
472.424 31.764 -0.0122022
474.417 31.7698 -0.00596119
476.415 31.7568 0.00793148
478.415 31.751 0.0338463
480.395 31.8664 0.00760414
482.421 31.9451 0.0349192
484.433 31.9659 0.0182286
486.387 32.0555 0.0426559
488.395 32.1416 0.042796
490.413 32.1784 -0.0102987
492.436 32.1756 -0.00593218
494.429 32.203 -0.00817896
496.432 32.1863 -0.000963859
498.399 32.1836 0.00535997
500.421 32.2095 0.00326367
502.456 32.1868 -0.0047938
504.42 32.1764 0.00220473
506.402 32.1975 -0.00393165
508.397 32.2096 0.00879684
510.409 32.1822 0.00655336
512.396 32.2026 0.0180101
514.418 32.1573 0.0060917
516.368 32.192 0.00274468
518.412 32.2001 -0.0101686
520.414 32.1496 -0.0071392
522.413 32.1934 -0.0173154
524.437 32.1939 0.0023806
526.412 32.1946 -0.00230638
528.474 32.1782 0.0195936
530.398 32.1635 0.0122698
532.429 32.1958 -0.00621078
534.432 32.1711 -0.0209853
536.434 32.1411 -0.0024879
538.413 32.1643 -0.0144201
540.414 32.1908 -0.00169718
542.366 32.1697 0.00368936
544.449 32.1796 0.0101654
546.401 32.2405 0.000811946
548.421 32.1618 -0.00794488
550.434 32.2103 0.00951814
552.412 32.1959 -0.00656849
554.414 32.1806 -0.00208608
556.411 32.1598 0.0108081
558.41 32.1961 -0.0053467
560.401 32.1986 0.000893269
562.435 32.2083 0.0132706
564.415 32.1692 0.00827147
566.43 32.1729 0.0156651
568.4 32.219 -0.00178021
570.424 32.1748 0.00647495
572.407 32.1691 -0.0050003
574.443 32.1908 0.00323675
576.384 32.1799 0.0156774
578.383 32.1671 0.0109582
580.4 32.1985 0.0098383
582.394 32.1957 0.0064362
584.413 32.1871 0.016849
586.429 32.1628 0.00537911
588.403 32.2031 -0.00734696
590.429 32.1895 0.0117009
592.39 32.2083 0.00583448
594.403 32.2093 0.0142357
596.415 32.1766 0.00739242
598.389 32.214 -0.00409859
600.403 32.1886 0.0145859
602.391 32.1906 0.00572896
604.413 32.1604 0.00272533
606.413 32.1849 -0.00544054
608.441 32.169 0.0136326
610.413 32.2186 -0.00210107
