432.434 32.2027 -0.00266347
434.439 32.2007 0.00438793
436.411 32.1734 0.0151707
438.416 32.2068 0.00366174
440.426 32.187 0.0087111
442.415 32.1961 -0.00966958
444.414 32.18 0.00973694
446.416 32.209 0.0122953
448.438 32.2039 -0.0528852
450.401 32.1592 -0.0349032
452.392 32.0483 -0.0157377
454.432 31.9776 -0.0434497
456.433 31.9323 -0.0349059
458.444 31.8226 -0.0325277
460.389 31.7862 0.018766
464.454 31.7664 -0.00871478
468.456 31.752 -0.00434105
472.416 31.7414 -0.0137722
474.438 31.7686 0.0110591
476.409 31.7491 -0.00653165
478.435 31.7842 0.0494351
480.401 31.7992 0.0297614
482.426 31.9181 0.0255583
484.417 31.9819 0.0369915
486.453 32.0646 0.0285384
488.408 32.1357 0.0385039
490.407 32.1736 -0.0157223
492.41 32.1926 0.010119
494.426 32.171 0.00286081
496.41 32.1968 -0.00101354
498.416 32.1721 0.0112648
500.38 32.1935 -0.0119356
502.394 32.1756 0.00346975
504.441 32.2301 -0.0036704
506.416 32.1828 0.0112025
508.434 32.1886 -0.002194
510.372 32.243 0.00117765
512.411 32.2206 -0.0071456
514.438 32.1731 0.00695842
516.452 32.1884 0.00646569
518.428 32.2169 0.00299802
520.414 32.16 -0.00485177
522.396 32.1739 -0.0102904
524.406 32.1672 0.0129575
526.407 32.169 0.0138551
528.411 32.2042 0.0013656
530.436 32.1763 -0.00713187
532.371 32.1588 0.00311666
534.411 32.1965 -0.0106507
536.398 32.1807 -0.0042518
538.434 32.1543 0.00816517
540.403 32.2029 -0.00533143
542.384 32.1446 0.00388668
544.419 32.2011 -0.00467821
546.409 32.1998 0.0201657
548.391 32.1791 0.00837412
550.446 32.1785 0.000566494
552.395 32.1826 0.00987944
554.421 32.1863 0.000256881
556.417 32.1716 0.00695216
558.393 32.1737 -0.0180069
560.378 32.1524 0.00523894
562.406 32.1901 -0.0099983
564.442 32.2176 0.0178686
566.4 32.1985 -0.0034329
568.404 32.2145 0.0153243
570.388 32.1903 -0.0162363
572.409 32.1369 0.0184054
574.413 32.165 -0.0315951
576.421 32.1648 0.00647591
578.425 32.1799 0.00172035
580.412 32.2051 -0.0187862
582.426 32.1532 -0.00986096
584.433 32.1662 0.0104043
586.409 32.1892 0.0052404
588.417 32.182 0.00201758
590.397 32.1828 -0.010779
592.4 32.1881 0.0093232
594.416 32.1564 0.0202168
596.426 32.2069 -0.00420432
598.403 32.195 -0.0052656
600.412 32.1966 0.00319426
602.418 32.203 -0.0167937
604.392 32.194 -0.0158922
606.401 32.2189 -0.0112796
608.418 32.2153 0.00729604
610.428 32.204 0.00215207
