610.428 32.204 0.00215207 0.00215207
610.628 32.2044 0.00215207 0.00215207
610.828 32.2048 0.00215207 0.00215207
611.028 32.2053 0.00215207 0.00215207
611.228 32.2057 0.00215207 0.00215207
611.428 32.2061 0.00215207 0.00215207
611.628 32.2066 0.00215207 0.00215207
611.828 32.207 0.00215207 0.00215207
612.028 32.2074 0.00215207 0.00215207
612.228 32.2078 -0.00950447 0.00215207
612.428 32.2059 -0.021161 0.00187321
612.628 32.2017 -0.0328176 0.0013222
612.828 32.1952 -0.0444741 0.000505622
613.027 32.1863 -0.0561306 -0.000570085
613.227 32.175 -0.0677872 -0.0018986
613.427 32.1615 -0.0794437 -0.00347374
613.626 32.1456 -0.0911003 -0.00528946
613.825 32.1274 -0.113372 -0.00733983
614.024 32.1048 -0.135643 -0.00987173
614.222 32.0778 -0.157915 -0.0128727
614.42 32.0463 -0.180187 -0.0163305
614.616 32.0105 -0.202458 -0.0202329
614.812 31.9702 -0.22473 -0.0245683
615.007 31.9257 -0.247002 -0.029325
615.201 31.8768 -0.269273 -0.0344915
615.394 31.8236 -0.291545 -0.0400568
615.586 31.7661 -0.313816 -0.0460101
615.776 31.7043 -0.336088 -0.0523406
615.965 31.6384 -0.35836 -0.0590381
616.152 31.5682 -0.380631 -0.0660925
616.338 31.4939 -0.402903 -0.0734938
616.522 31.4155 -0.425174 -0.0812327
616.704 31.333 -0.447446 -0.0892997
616.523 31.4196 -0.467881 -0.0809136
616.345 31.5098 -0.488316 -0.0718853
616.168 31.6036 -0.508752 -0.0622083
615.994 31.701 -0.529187 -0.051877
615.821 31.802 -0.549622 -0.0408867
615.65 31.9064 -0.570057 -0.0292343
615.482 32.0144 -0.590492 -0.0169175
615.316 32.1257 -0.610928 -0.0039357
615.152 32.2405 -0.631363 0.00971022
614.991 32.3585 -0.651798 0.0240178
614.832 32.4798 -0.672233 0.0389827
614.675 32.6044 -0.692668 0.0545989
614.521 32.7321 -0.713104 0.0708581
614.37 32.8629 -0.733539 0.0877502
614.221 32.9968 -0.753974 0.105263
614.076 33.1337 -0.774409 0.123381
613.933 33.2736 -0.774409 0.142088
613.79 33.4135 -0.774409 0.161071
613.647 33.5533 -0.774409 0.180326
613.504 33.6932 -0.774409 0.199852
613.361 33.833 -0.774409 0.219643
613.218 33.9729 -0.774409 0.239697
613.075 34.1127 -0.774409 0.260008
612.932 34.2526 -0.774409 0.280572
612.789 34.3925 -0.774409 0.301383
612.646 34.5323 -0.774409 0.322434
612.503 34.6722 -0.774409 0.343721
612.36 34.812 -0.774409 0.365235
612.217 34.9519 -0.774409 0.386969
612.074 35.0918 -0.774409 0.408915
611.931 35.2316 -0.774409 0.431065
611.788 35.3715 -0.774409 0.45341
611.645 35.5113 -0.752138 0.47594
611.499 35.648 -0.729866 0.498472
611.35 35.7813 -0.707594 0.521006
611.198 35.9113 -0.685323 0.543543
611.043 36.0379 -0.663051 0.566081
610.886 36.161 -0.64078 0.588622
610.725 36.2806 -0.618508 0.611165
610.562 36.3966 -0.596236 0.63371
610.73 36.2873 -0.559925 0.63371
610.901 36.1841 -0.523614 0.611468
611.076 36.0873 -0.487302 0.589779
611.255 35.9969 -0.450991 0.568713
611.436 35.913 -0.41468 0.548331
611.621 35.8358 -0.378368 0.528692
611.808 35.7653 -0.342057 0.509848
611.997 35.7016 -0.305746 0.491844
612.189 35.6449 -0.269434 0.474723
612.382 35.5907 -0.290878 0.458518
612.189 35.6446 -0.254567 0.442222
611.995 35.6914 -0.218256 0.457575
611.799 35.7312 -0.181944 0.47254
611.601 35.7638 -0.145633 0.487104
611.403 35.7892 -0.109322 0.501251
611.204 35.8074 -0.0730103 0.514967
611.004 35.8184 -0.0366989 0.528237
610.804 35.8221 -0.000387582 0.541044
610.604 35.8186 0.0359238 0.553374
610.404 35.8078 0.0722351 0.565208
610.205 35.7897 0.108546 0.57653
610.007 35.7644 0.144858 0.587321
609.81 35.732 0.181169 0.597564
609.614 35.6924 0.21748 0.607241
609.419 35.6457 0.253792 0.616331
609.226 35.592 0.290103 0.624815
609.036 35.5313 0.326414 0.632674
608.848 35.4637 0.362726 0.639887
608.662 35.3894 0.399037 0.646433
608.479 35.3084 0.435348 0.652291
608.299 35.2207 0.47166 0.65744
608.123 35.1266 0.507971 0.661859
607.95 35.0262 0.544282 0.665526
607.781 34.9196 0.580594 0.66842
607.616 34.8069 0.616905 0.670518
607.455 34.6882 0.653216 0.6718
607.298 34.5638 0.689528 0.672245
607.146 34.4338 0.725839 0.671831
606.999 34.2984 0.76215 0.67054
606.857 34.1577 0.798462 0.668351
606.72 34.0119 0.834773 0.665248
606.588 33.8613 0.871085 0.661211
606.462 33.706 0.907396 0.656227
606.342 33.5462 0.943707 0.650281
606.228 33.3821 0.980019 0.643362
606.119 33.2141 1.01633 0.635459
606.017 33.0421 1.05264 0.626566
605.921 32.8666 1.08895 0.616679
605.832 32.6878 1.12526 0.605796
605.749 32.5058 1.16158 0.59392
605.673 32.3209 1.19789 0.581057
605.603 32.1333 1.2342 0.567218
605.541 31.9434 1.27051 0.552419
605.485 31.7513 1.30682 0.536679
605.433 31.5582 1.3088 0.520022
605.381 31.365 1.3088 0.503049
605.329 31.1718 1.3088 0.485792
605.278 30.9786 1.3088 0.468251
605.226 30.7855 1.3088 0.450428
605.174 30.5923 1.3088 0.432323
605.122 30.3991 1.3088 0.413938
605.068 30.2067 1.27583 0.395275
605.006 30.0165 1.23952 0.376828
604.937 29.8286 1.20321 0.358656
604.862 29.6433 1.1669 0.340769
604.78 29.4608 1.13059 0.323178
604.692 29.2815 1.09427 0.305893
604.597 29.1055 1.05796 0.288926
604.496 28.933 1.02165 0.272289
604.388 28.7644 0.985341 0.255993
604.275 28.5997 0.94903 0.240051
604.155 28.4393 0.912718 0.224475
604.03 28.2833 0.876407 0.209279
603.899 28.132 0.840096 0.194477
603.763 27.9855 0.803784 0.180083
603.622 27.844 0.767473 0.16611
603.475 27.7078 0.731162 0.152575
603.324 27.577 0.69485 0.139493
603.168 27.4518 0.658539 0.126879
603.008 27.3323 0.622228 0.114751
602.843 27.2187 0.585916 0.103125
602.675 27.1111 0.549605 0.0920183
602.502 27.0098 0.513294 0.0814493
602.326 26.9148 0.476982 0.0714362
602.147 26.8262 0.440671 0.0619979
601.964 26.7442 0.40436 0.0531537
601.779 26.6689 0.368048 0.0449233
601.591 26.6003 0.331737 0.0373269
601.401 26.5386 0.295426 0.0303849
601.209 26.4839 0.259114 0.0241182
601.015 26.4361 0.222803 0.0185479
600.819 26.3955 0.186492 0.0136953
600.622 26.362 0.15018 0.00958194
600.423 26.3357 0.113869 0.00622942
600.224 26.3166 0.0775575 0.00365928
600.025 26.3047 0.0412462 0.00189299
599.825 26.3001 0.00493482 0.000951768
599.798 26.3 0 0.00085648
