441 17.5
450.5 19
441 19.5
450.5 20
450.5 20.5
441 21
441 21.5
450.5 21.5
441 22
450.5 22
441 22.5
441 23
450.5 23
512.5 23
440.5 24
441 24
450.5 24
440.5 24.5
451 24.5
440 25
451 25
439.5 25.5
440 25.5
451.5 25.5
439 26
439.5 26
452 26
485 26
485.5 26
506.5 26
438.5 26.5
439 26.5
439.5 26.5
452.5 26.5
485 26.5
485.5 26.5
488 26.5
489 26.5
490 26.5
491 26.5
492 26.5
492.5 26.5
493 26.5
493.5 26.5
494 26.5
494.5 26.5
495 26.5
495.5 26.5
496 26.5
496.5 26.5
497 26.5
497.5 26.5
498 26.5
498.5 26.5
499.5 26.5
500 26.5
500.5 26.5
501 26.5
502 26.5
502.5 26.5
503 26.5
503.5 26.5
504 26.5
506.5 26.5
507 26.5
513.5 26.5
514 26.5
515 26.5
515.5 26.5
516 26.5
518 26.5
521.5 26.5
524 26.5
525.5 26.5
531.5 26.5
438 27
453 27
485 27
485.5 27
488.5 27
489 27
489.5 27
490 27
490.5 27
491 27
491.5 27
492 27
492.5 27
493 27
493.5 27
494 27
494.5 27
495 27
495.5 27
496 27
496.5 27
497.5 27
498 27
498.5 27
499 27
499.5 27
500 27
500.5 27
501 27
501.5 27
502 27
502.5 27
503.5 27
504 27
504.5 27
506.5 27
507 27
513.5 27
514.5 27
515.5 27
516.5 27
517 27
517.5 27
518.5 27
519 27
519.5 27
520 27
520.5 27
521 27
523 27
527.5 27
531.5 27
532 27
425 27.5
429 27.5
431 27.5
434.5 27.5
435 27.5
436 27.5
436.5 27.5
437 27.5
437.5 27.5
438 27.5
453.5 27.5
454.5 27.5
455.5 27.5
456.5 27.5
457.5 27.5
458 27.5
458.5 27.5
459 27.5
459.5 27.5
460 27.5
460.5 27.5
461.5 27.5
462.5 27.5
464 27.5
465.5 27.5
466.5 27.5
467 27.5
467.5 27.5
468 27.5
468.5 27.5
469.5 27.5
470 27.5
470.5 27.5
471 27.5
471.5 27.5
472 27.5
472.5 27.5
473 27.5
473.5 27.5
474.5 27.5
475.5 27.5
476 27.5
476.5 27.5
477.5 27.5
478 27.5
478.5 27.5
479 27.5
479.5 27.5
480 27.5
480.5 27.5
481 27.5
481.5 27.5
482 27.5
482.5 27.5
483 27.5
483.5 27.5
484 27.5
485 27.5
485.5 27.5
506.5 27.5
507 27.5
508.5 27.5
509.5 27.5
531.5 27.5
532 27.5
426.5 28
429.5 28
430 28
431.5 28
432 28
432.5 28
433 28
433.5 28
434.5 28
436.5 28
454.5 28
455 28
456 28
456.5 28
457 28
457.5 28
458.5 28
459 28
459.5 28
460 28
460.5 28
461.5 28
462 28
462.5 28
463 28
463.5 28
464 28
465.5 28
466 28
466.5 28
467.5 28
468 28
469 28
469.5 28
470 28
470.5 28
471 28
472 28
472.5 28
473.5 28
474 28
475 28
475.5 28
476 28
476.5 28
477 28
477.5 28
478 28
478.5 28
479 28
480 28
480.5 28
481 28
481.5 28
482 28
482.5 28
483 28
483.5 28
484.5 28
485 28
507 28
507.5 28
508.5 28
509 28
509.5 28
510 28
532 28
449.5 38.5
450 38.5
450.5 38.5
451 38.5
451.5 38.5
452 38.5
452.5 38.5
453 38.5
453.5 38.5
454 38.5
455 38.5
455.5 38.5
456 38.5
456.5 38.5
457 38.5
458 38.5
459 38.5
459.5 38.5
460 38.5
461 38.5
461.5 38.5
462 38.5
463 38.5
463.5 38.5
464 38.5
464.5 38.5
465 38.5
465.5 38.5
466 38.5
466.5 38.5
467 38.5
468 38.5
468.5 38.5
469 38.5
469.5 38.5
470 38.5
470.5 38.5
471 38.5
471.5 38.5
472 38.5
472.5 38.5
473 38.5
473.5 38.5
474 38.5
474.5 38.5
475 38.5
475.5 38.5
476 38.5
476.5 38.5
477 38.5
477.5 38.5
478 38.5
478.5 38.5
479 38.5
479.5 38.5
480 38.5
480.5 38.5
481 38.5
481.5 38.5
482 38.5
482.5 38.5
483 38.5
483.5 38.5
484 38.5
484.5 38.5
485 38.5
485.5 38.5
486 38.5
486.5 38.5
487 38.5
487.5 38.5
488 38.5
488.5 38.5
489 38.5
489.5 38.5
490 38.5
490.5 38.5
491 38.5
491.5 38.5
492 38.5
492.5 38.5
493 38.5
493.5 38.5
494 38.5
494.5 38.5
495 38.5
495.5 38.5
496 38.5
496.5 38.5
497 38.5
497.5 38.5
498 38.5
498.5 38.5
499 38.5
499.5 38.5
500 38.5
500.5 38.5
501 38.5
501.5 38.5
502 38.5
502.5 38.5
503 38.5
504 38.5
505 38.5
505.5 38.5
506 38.5
506.5 38.5
507 38.5
507.5 38.5
508 38.5
508.5 38.5
509 38.5
510 38.5
510.5 38.5
511 38.5
512 38.5
512.5 38.5
513 38.5
513.5 38.5
514 38.5
514.5 38.5
515 38.5
515.5 38.5
516 38.5
518 38.5
518.5 38.5
519 38.5
520.5 38.5
